"agreement","annotation_id","annotator","bio_labels","created_at","entities","hf_pred","id","index","lead_time","ner_tags","review_text","sample_quality","tokens","updated_at"
100.0,93682320,"152635","['I-Indicator', 'O', 'O', 'O']","2026-04-18T06:58:07.872222Z","[{""end"":10,""text"":""DiamondFox"",""start"":0,""labels"":[""Malware""]}]","['B-Organization', 'O', 'O', 'O']",262035816,543,4.15,"[ 4 16 16 16]","DiamondFox list of panels.","","['DiamondFox' 'list' 'of' 'panels.']","2026-04-18T06:58:07.872240Z"
100.0,93682356,"152635","['O', 'B-Indicator', 'O', 'O', 'O', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware']","2026-04-18T06:59:28.893622Z","[{""end"":47,""text"":""Trojan\/Dropper.Neblso"",""start"":26,""labels"":[""Malware""]},{""end"":63,""text"":""W32\/Dropper.CPO"",""start"":48,""labels"":[""Malware""]},{""end"":78,""text"":""Trojan.Dropper"",""start"":64,""labels"":[""Malware""]},{""end"":95,""text"":""TROJ_MULTIDRP.LA"",""start"":79,""labels"":[""Malware""]},{""end"":123,""text"":""Trojan-Dropper.Win32.Neblso"",""start"":96,""labels"":[""Malware""]},{""end"":148,""text"":""Trojan.Win32.Neblso.dkkt"",""start"":124,""labels"":[""Malware""]},{""end"":178,""text"":""Trojan.Win32.PSWLdPinch.41277"",""start"":149,""labels"":[""Malware""]},{""end"":204,""text"":""Troj.Dropper.W32.Neblso!c"",""start"":179,""labels"":[""Malware""]},{""end"":223,""text"":""Trojan.MulDrop.911"",""start"":205,""labels"":[""Malware""]},{""end"":246,""text"":""Dropper.Neblso.Win32.7"",""start"":224,""labels"":[""Malware""]},{""end"":263,""text"":""TROJ_MULTIDRP.LA"",""start"":247,""labels"":[""Malware""]},{""end"":294,""text"":""BehavesLike.Win32.VirRansom.pc"",""start"":264,""labels"":[""Malware""]},{""end"":322,""text"":""Trojan-Dropper.Win32.Neblso"",""start"":295,""labels"":[""Malware""]},{""end"":341,""text"":""W32\/Risk.OJSS-0633"",""start"":323,""labels"":[""Malware""]},{""end"":375,""text"":""TrojanDropper.Ichitaro.Tarodrop.g"",""start"":342,""labels"":[""Malware""]},{""end"":404,""text"":""Trojan[Dropper]\/Win32.Neblso"",""start"":376,""labels"":[""Malware""]},{""end"":432,""text"":""Trojan-Dropper.Win32.Neblso"",""start"":405,""labels"":[""Malware""]},{""end"":458,""text"":""Dropper\/Win32.Xema.C62110"",""start"":433,""labels"":[""Malware""]},{""end"":479,""text"":""TrojanDropper.Neblso"",""start"":459,""labels"":[""Malware""]},{""end"":506,""text"":""Win32\/TrojanDropper.Neblso"",""start"":480,""labels"":[""Malware""]},{""end"":535,""text"":""Trojan.MultiDrop!Nb+sQh+u4tI"",""start"":507,""labels"":[""Malware""]},{""end"":555,""text"":""W32\/Dropper.BBBT!tr"",""start"":536,""labels"":[""Malware""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035817,5019,77.894,"[16  3 16 16 16  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1]","A backdoor also known as: Trojan/Dropper.Neblso W32/Dropper.CPO Trojan.Dropper TROJ_MULTIDRP.LA Trojan-Dropper.Win32.Neblso Trojan.Win32.Neblso.dkkt Trojan.Win32.PSWLdPinch.41277 Troj.Dropper.W32.Neblso!c Trojan.MulDrop.911 Dropper.Neblso.Win32.7 TROJ_MULTIDRP.LA BehavesLike.Win32.VirRansom.pc Trojan-Dropper.Win32.Neblso W32/Risk.OJSS-0633 TrojanDropper.Ichitaro.Tarodrop.g Trojan[Dropper]/Win32.Neblso Trojan-Dropper.Win32.Neblso Dropper/Win32.Xema.C62110 TrojanDropper.Neblso Win32/TrojanDropper.Neblso Trojan.MultiDrop!Nb+sQh+u4tI W32/Dropper.BBBT!tr","","['A' 'backdoor' 'also' 'known' 'as:' 'Trojan/Dropper.Neblso'
 'W32/Dropper.CPO' 'Trojan.Dropper' 'TROJ_MULTIDRP.LA'
 'Trojan-Dropper.Win32.Neblso' 'Trojan.Win32.Neblso.dkkt'
 'Trojan.Win32.PSWLdPinch.41277' 'Troj.Dropper.W32.Neblso!c'
 'Trojan.MulDrop.911' 'Dropper.Neblso.Win32.7' 'TROJ_MULTIDRP.LA'
 'BehavesLike.Win32.VirRansom.pc' 'Trojan-Dropper.Win32.Neblso'
 'W32/Risk.OJSS-0633' 'TrojanDropper.Ichitaro.Tarodrop.g'
 'Trojan[Dropper]/Win32.Neblso' 'Trojan-Dropper.Win32.Neblso'
 'Dropper/Win32.Xema.C62110' 'TrojanDropper.Neblso'
 'Win32/TrojanDropper.Neblso' 'Trojan.MultiDrop!Nb+sQh+u4tI'
 'W32/Dropper.BBBT!tr']","2026-04-18T06:59:28.893636Z"
100.0,93682366,"152635","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","2026-04-18T06:59:43.729723Z","[{""end"":44,""text"":"" C & C servers"",""start"":30,""labels"":[""System""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organization', 'I-Organization', 'I-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035818,6250,11.177,"[16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16
 16 16 16 16 16 16]","We have detected a total of 17 C & C servers on 4 different domains , which probably means the bad guys are quite familiar with what redundancy is .","","['We' 'have' 'detected' 'a' 'total' 'of' '17' 'C' '&' 'C' 'servers' 'on'
 '4' 'different' 'domains' ',' 'which' 'probably' 'means' 'the' 'bad'
 'guys' 'are' 'quite' 'familiar' 'with' 'what' 'redundancy' 'is' '.']","2026-04-18T06:59:43.729736Z"
100.0,93682381,"152635","['O', 'B-Malware', 'O', 'O', 'B-Malware', 'B-Vulnerability', 'O', 'O', 'O', 'O', 'B-System', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Malware', 'B-Vulnerability']","2026-04-18T07:00:00.001766Z","[{""end"":85,""text"":""BitTorrent"",""start"":75,""labels"":[""Malware""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Malware', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035819,5635,12.971,"[16  1 16 16  1  9 16 16 16 16  5 13 13 13 13 16 16 16 16 16  1  9]","It spread via a recompiled version of the otherwise legitimate open source BitTorrent client application Transmission and distributed on their official website.","","['It' 'spread' 'via' 'a' 'recompiled' 'version' 'of' 'the' 'otherwise'
 'legitimate' 'open' 'source' 'BitTorrent' 'client' 'application'
 'Transmission' 'and' 'distributed' 'on' 'their' 'official' 'website.']","2026-04-18T07:00:00.001779Z"
100.0,93682407,"152635","['O', 'O', 'O', 'O', 'O', 'O', 'I-Indicator', 'O', 'O', 'O', 'O', 'B-Indicator', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-System', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","2026-04-18T07:00:43.943245Z","[{""end"":37,""text"":""ESET"",""start"":33,""labels"":[""Organization""]},{""end"":61,""text"":""Android"",""start"":54,""labels"":[""System""]},{""end"":71,""text"":""Twitoor.A"",""start"":62,""labels"":[""System""]},{""end"":115,""text"":"" Android "",""start"":106,""labels"":[""System""]},{""end"":153,""text"":""SMS"",""start"":150,""labels"":[""System""]},{""end"":175,""text"":""malicious URLs"",""start"":161,""labels"":[""Vulnerability""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Malware', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035820,1057,36.264,"[16 16 16 16 16 16  4 16 16 16 16  3 16 16 16 16 16 16 16 16 16  5 13 13
 16 16 16 16 16 16 16 16 16 16 16]","This malicious app , detected by ESET as a variant of Android/Twitoor.A , can ’ t be found on any official Android app store – it probably spreads by SMS or via malicious URLs .","","['This' 'malicious' 'app' ',' 'detected' 'by' 'ESET' 'as' 'a' 'variant'
 'of' 'Android/Twitoor.A' ',' 'can' '’' 't' 'be' 'found' 'on' 'any'
 'official' 'Android' 'app' 'store' '–' 'it' 'probably' 'spreads' 'by'
 'SMS' 'or' 'via' 'malicious' 'URLs' '.']","2026-04-18T07:00:43.943257Z"
100.0,93682471,"152635","['I-System', 'O', 'O', 'O', 'I-Malware', 'O', 'O', 'I-Malware', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Indicator', 'O', 'O', 'O', 'O', 'O', 'I-System', 'O', 'O']","2026-04-18T07:02:13.554024Z","[{""end"":10,""text"":""APT groups"",""start"":0,""labels"":[""Organization""]},{""end"":52,""text"":""China"",""start"":47,""labels"":[""Organization""]},{""end"":166,""text"":""malware-based espionage campaigns"",""start"":133,""labels"":[""Vulnerability""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-System', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035821,3768,31.244,"[ 6 14 16 16  2 16 16  2 16 16 16 16 16 16  4 16 16 16 16 16  6 14 14]","APT groups from multiple countries - including China - have been known to target organizations of strategic interest with aggressive malware-based espionage campaigns.","","['APT' 'groups' 'from' 'multiple' 'countries' '-' 'including' 'China' '-'
 'have' 'been' 'known' 'to' 'target' 'organizations' 'of' 'strategic'
 'interest' 'with' 'aggressive' 'malware-based' 'espionage' 'campaigns.']","2026-04-18T07:02:13.554036Z"
100.0,93682494,"152635","['O', 'O', 'O', 'O', 'O', 'O', 'B-Malware', 'O', 'O', 'B-Malware', 'B-Vulnerability', 'O', 'B-Malware', 'B-Vulnerability', 'B-Vulnerability', 'O', 'O', 'I-System', 'O', 'O', 'O', 'O', 'I-Malware', 'I-Vulnerability']","2026-04-18T07:02:45.755242Z","[{""end"":105,""text"":""Burmese "",""start"":97,""labels"":[""Organization""]},{""end"":180,""text"":""Tibetan"",""start"":173,""labels"":[""Organization""]},{""end"":88,""text"":""web compromises"",""start"":73,""labels"":[""Vulnerability""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Malware', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Malware', 'O']",262035822,2418,24.64,"[16 16 16 16 16 16  1 16 16  1  9 16  1  9  9 16 16  6 14 14 16 16  2 10]","Our analysis reveals connections between these attacks, recent strategic web compromises against Burmese government websites, and previous campaigns targeting groups in the Tibetan community.","","['Our' 'analysis' 'reveals' 'connections' 'between' 'these' 'attacks,'
 'recent' 'strategic' 'web' 'compromises' 'against' 'Burmese' 'government'
 'websites,' 'and' 'previous' 'campaigns' 'targeting' 'groups' 'in' 'the'
 'Tibetan' 'community.']","2026-04-18T07:02:45.755257Z"
100.0,93682510,"152635","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-System', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Indicator', 'O', 'O', 'O', 'O']","2026-04-18T07:03:01.859620Z","[{""end"":40,""text"":""Android"",""start"":33,""labels"":[""System""]},{""end"":90,""text"":""Check Point"",""start"":79,""labels"":[""Malware""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Malware', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Malware', 'O', 'O', 'O']",262035823,6379,13.366,"[16 16 16 16 16 16 16  5 16 16 16 16 16 16  4 12 16 16 16]","People who want to know if their Android devices are infected can download the Check Point app here .","","['People' 'who' 'want' 'to' 'know' 'if' 'their' 'Android' 'devices' 'are'
 'infected' 'can' 'download' 'the' 'Check' 'Point' 'app' 'here' '.']","2026-04-18T07:03:01.859633Z"
100.0,93682513,"152635","['O', 'O', 'O']","2026-04-18T07:03:07.072592Z","","['O', 'O', 'O']",262035824,1918,1.966,"[16 16 16]","Figure 7 .","Clean","['Figure' '7' '.']","2026-04-18T07:03:07.072605Z"
100.0,93682528,"152635","['O', 'O', 'O', 'O', 'O', 'O', 'B-System', 'O', 'O', 'O', 'I-Indicator', 'O', 'O', 'I-System', 'O', 'O', 'O', 'O', 'O', 'O']","2026-04-18T07:03:28.762853Z","[{""end"":109,""text"":""APT28"",""start"":104,""labels"":[""Malware""]},{""end"":91,""text"":""FireEye"",""start"":84,""labels"":[""System""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035825,6823,18.736,"[16 16 16 16 16 16  5 16 13 13  4 16 15  6 16 16 16 16 16 16]","Through correlation of technical indicators and command and control infrastructure, FireEye assess that APT28 is probably responsible for this activity.","","['Through' 'correlation' 'of' 'technical' 'indicators' 'and' 'command'
 'and' 'control' 'infrastructure,' 'FireEye' 'assess' 'that' 'APT28' 'is'
 'probably' 'responsible' 'for' 'this' 'activity.']","2026-04-18T07:03:28.762864Z"
100.0,93682534,"152635","['B-Malware', 'O', 'O', 'O', 'O', 'O']","2026-04-18T07:03:35.865797Z","","['O', 'O', 'O', 'O', 'O', 'O']",262035826,1488,4.151,"[ 1 16 16 16 16  0]","Intrusions began as early as 1996.","Clean","['Intrusions' 'began' 'as' 'early' 'as' '1996.']","2026-04-18T07:03:35.865809Z"
100.0,93682541,"152635","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Malware', 'B-Vulnerability', 'B-Vulnerability']","2026-04-18T07:03:47.138265Z","[{""end"":38,""text"":""Thai"",""start"":34,""labels"":[""Organization""]},{""end"":13,""text"":""C2 server"",""start"":4,""labels"":[""System""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Malware', 'O', 'O', 'O', 'O', 'O']",262035827,997,8.582,"[16 16 16 16 16 16 16 16 16 16  1  9  9]","The C2 server domain is linked to Thai food : Nampriknum [ .","","['The' 'C2' 'server' 'domain' 'is' 'linked' 'to' 'Thai' 'food' ':'
 'Nampriknum' '[' '.']","2026-04-18T07:03:47.138279Z"
100.0,93682564,"152635","['O', 'O', 'O', 'O', 'O', 'I-System', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Malware', 'B-Vulnerability', 'O', 'I-Indicator', 'O', 'O', 'O', 'I-Indicator', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Malware', 'B-Vulnerability', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Malware', 'B-Vulnerability', 'O', 'B-Malware', 'B-Vulnerability', 'O', 'O', 'B-Malware', 'B-Vulnerability', 'O']","2026-04-18T07:04:28.634739Z","[{""end"":35,""text"":""Gaza"",""start"":31,""labels"":[""Organization""]},{""end"":104,""text"":""malware files"",""start"":91,""labels"":[""Indicator""]},{""end"":110,""text"":""IT"",""start"":108,""labels"":[""Organization""]},{""end"":133,""text"":""Information Technology"",""start"":111,""labels"":[""Organization""]},{""end"":140,""text"":""IR"",""start"":138,""labels"":[""Organization""]},{""end"":158,""text"":""Incident Response"",""start"":141,""labels"":[""Organization""]},{""end"":256,""text"":""IT"",""start"":254,""labels"":[""Organization""]},{""end"":272,""text"":""IR"",""start"":270,""labels"":[""Organization""]}]","['O', 'O', 'O', 'O', 'O', 'B-System', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organization', 'I-Organization', 'I-Organization', 'O', 'B-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Malware', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035828,7130,38.845,"[16 16 16 16 16  6 14 16 16 15 16 16 16 16  1  9 16  4 12 12 16  4 12 12
 12 16 16 16 16 16 16  1  9 16 16 16 16 16 16 16 16  1  9 16  1  9 16 16
  1  9 16]","One interesting new fact about Gaza cybergang activities is that they are actively sending malware files to IT Information Technology and IR Incident Response staff; this is also obvious from the file names they are sending to victims, which reflect the IT functions or IR tools used in cyber attack investigations.","","['One' 'interesting' 'new' 'fact' 'about' 'Gaza' 'cybergang' 'activities'
 'is' 'that' 'they' 'are' 'actively' 'sending' 'malware' 'files' 'to' 'IT'
 'Information' 'Technology' 'and' 'IR' 'Incident' 'Response' 'staff;'
 'this' 'is' 'also' 'obvious' 'from' 'the' 'file' 'names' 'they' 'are'
 'sending' 'to' 'victims,' 'which' 'reflect' 'the' 'IT' 'functions' 'or'
 'IR' 'tools' 'used' 'in' 'cyber' 'attack' 'investigations.']","2026-04-18T07:04:28.634751Z"
100.0,93682571,"152635","['O', 'O', 'O', 'B-Indicator', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","2026-04-18T07:04:38.087413Z","[{""end"":25,""text"":""Agent Smith"",""start"":14,""labels"":[""Malware""]}]","['O', 'O', 'O', 'B-Organization', 'I-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035829,3286,6.491,"[16 16 16  3 11 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16]","Therefore , “ Agent Smith ” decompiles both the original application and the malicious payload and fuses them together .","","['Therefore' ',' '“' 'Agent' 'Smith' '”' 'decompiles' 'both' 'the'
 'original' 'application' 'and' 'the' 'malicious' 'payload' 'and' 'fuses'
 'them' 'together' '.']","2026-04-18T07:04:38.087430Z"
100.0,93682582,"152635","['O', 'O', 'O', 'B-Malware', 'O', 'O', 'I-System', 'O', 'O', 'O', 'O', 'I-Indicator', 'O', 'O', 'O', 'O', 'O']","2026-04-18T07:04:49.605895Z","[{""end"":61,""text"":""phishing campaign"",""start"":44,""labels"":[""Indicator""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-System', 'O', 'O', 'O', 'O']",262035830,6388,8.578,"[16 16 16  1 16 16  6 14 14 16 16  4 12 12 12 16  0]","This pulse contains indicators related to a phishing campaign launched against the US election system in 2016.","","['This' 'pulse' 'contains' 'indicators' 'related' 'to' 'a' 'phishing'
 'campaign' 'launched' 'against' 'the' 'US' 'election' 'system' 'in'
 '2016.']","2026-04-18T07:04:49.605914Z"
100.0,93682617,"152635","['O', 'O', 'O', 'B-Malware', 'O', 'O', 'O', 'O', 'B-System', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Indicator', 'O', 'O', 'O', 'O', 'B-Malware', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","2026-04-18T07:06:02.457353Z","[{""end"":62,""text"":""Android"",""start"":55,""labels"":[""System""]},{""end"":54,""text"":""Bank Austria"",""start"":42,""labels"":[""Malware""]},{""end"":222,""text"":""Marcher"",""start"":215,""labels"":[""Malware""]},{""end"":237,""text"":""Trojan"",""start"":231,""labels"":[""Malware""]},{""end"":261,""text"":""BankAustria.apk"",""start"":246,""labels"":[""Malware""]},{""end"":320,""text"":""branding"",""start"":312,""labels"":[""Indicator""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organization', 'I-Organization', 'B-Malware', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Malware', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035831,1335,59.483,"[16 16 16  1 16 16 16 16  5 13 13 13 16 16 16 16 16 16 16 16 16 16 16 16
 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16  3 11 11 16 16  1 16 16
 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16]","Figure 6 : bit.ly statistics for the fake Bank Austria Android app download link From this small sample , we see that 7 % of visitors clicked through to download the application , which is actually a version of the Marcher banking Trojan named “ BankAustria.apk ” , continuing the fraudulent use of the bank ’ s branding to fool potential victims .","","['Figure' '6' ':' 'bit.ly' 'statistics' 'for' 'the' 'fake' 'Bank'
 'Austria' 'Android' 'app' 'download' 'link' 'From' 'this' 'small'
 'sample' ',' 'we' 'see' 'that' '7' '%' 'of' 'visitors' 'clicked'
 'through' 'to' 'download' 'the' 'application' ',' 'which' 'is' 'actually'
 'a' 'version' 'of' 'the' 'Marcher' 'banking' 'Trojan' 'named' '“'
 'BankAustria.apk' '”' ',' 'continuing' 'the' 'fraudulent' 'use' 'of'
 'the' 'bank' '’' 's' 'branding' 'to' 'fool' 'potential' 'victims' '.']","2026-04-18T07:06:02.457371Z"
100.0,93682634,"152635","['O', 'B-Indicator', 'O', 'O', 'O', 'O', 'O', 'O', 'B-System', 'O', 'B-Malware', 'B-Vulnerability', 'B-Vulnerability', 'B-Vulnerability', 'O', 'O']","2026-04-18T07:06:21.165174Z","[{""end"":94,""text"":""default passwords"",""start"":77,""labels"":[""Vulnerability""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035832,6557,9.154,"[16  3 16 16 16 16 16 16  5 16  1  9  9  9 16 16]","Several bots relied heavily, if not exclusively, on systems with weak and/or default passwords to spread.","","['Several' 'bots' 'relied' 'heavily,' 'if' 'not' 'exclusively,' 'on'
 'systems' 'with' 'weak' 'and/or' 'default' 'passwords' 'to' 'spread.']","2026-04-18T07:06:21.165192Z"
100.0,93682655,"152635","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","2026-04-18T07:06:54.475426Z","[{""end"":82,""text"":""Appendix II"",""start"":71,""labels"":[""System""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Malware', 'O', 'O']",262035833,800,30.279,"[16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16]","A full list of all possible commands with descriptions can be found in Appendix II below .","","['A' 'full' 'list' 'of' 'all' 'possible' 'commands' 'with' 'descriptions'
 'can' 'be' 'found' 'in' 'Appendix' 'II' 'below' '.']","2026-04-18T07:06:54.475441Z"
100.0,93682665,"152635","['O', 'B-Indicator', 'O', 'O', 'O', 'B-Indicator', 'O', 'O', 'B-Malware']","2026-04-18T07:07:07.047262Z","[{""end"":69,""text"":""KingKong.dll"",""start"":57,""labels"":[""Malware""]},{""end"":48,""text"":""distinctively named malware"",""start"":21,""labels"":[""Indicator""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035834,2845,6.683,"[16  3 16 16 16  3 16 16  1]","Recent variants drop distinctively named malware such as KingKong.dll.","","['Recent' 'variants' 'drop' 'distinctively' 'named' 'malware' 'such' 'as'
 'KingKong.dll.']","2026-04-18T07:07:15.453950Z"
100.0,93682678,"152635","['O', 'B-Indicator', 'O', 'O', 'O', 'B-Malware', 'B-Malware']","2026-04-18T07:07:34.541388Z","[{""end"":40,""text"":""DLOADER.Trojan"",""start"":26,""labels"":[""Malware""]},{""end"":58,""text"":""Heuristic.Malware"",""start"":41,""labels"":[""Malware""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O']",262035835,733,7.637,"[16  3 16 16 16  1  1]","A backdoor also known as: DLOADER.Trojan Heuristic.Malware","","['A' 'backdoor' 'also' 'known' 'as:' 'DLOADER.Trojan' 'Heuristic.Malware']","2026-04-18T07:07:34.541400Z"
100.0,93682706,"152635","['O', 'I-Indicator', 'O', 'O', 'B-Indicator', 'O', 'O', 'O', 'B-Indicator', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Indicator', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Indicator', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Indicator', 'O']","2026-04-18T07:08:19.281996Z","[{""end"":9,""text"":""RSA"",""start"":6,""labels"":[""Organization""]},{""end"":31,""text"":""GlassRAT"",""start"":23,""labels"":[""Malware""]},{""end"":77,""text"":""Remote Access Tool"",""start"":59,""labels"":[""System""]},{""end"":81,""text"":""RAT"",""start"":78,""labels"":[""System""]},{""end"":136,""text"":""RSA Incident Response Team"",""start"":110,""labels"":[""Organization""]},{""end"":169,""text"":""RSA Research"",""start"":157,""labels"":[""Organization""]}]","['O', 'B-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Malware', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organization', 'I-Organization', 'I-Organization', 'I-Organization', 'O', 'O', 'O', 'B-Organization', 'I-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035836,5292,42.082,"[16  4 16 16  3 16 16 16  3 11 11 11 16 16 16 16 16  4 12 12 12 16 16 16
  4 12 16 16 16 16 16  4 12]","Today RSA is reporting GlassRAT, a previously undetectable Remote Access Tool RAT which was discovered by the RSA Incident Response Team and investigated by RSA Research during an engagement with a multi-national enterprise.","","['Today' 'RSA' 'is' 'reporting' 'GlassRAT,' 'a' 'previously'
 'undetectable' 'Remote' 'Access' 'Tool' 'RAT' 'which' 'was' 'discovered'
 'by' 'the' 'RSA' 'Incident' 'Response' 'Team' 'and' 'investigated' 'by'
 'RSA' 'Research' 'during' 'an' 'engagement' 'with' 'a' 'multi-national'
 'enterprise.']","2026-04-18T07:08:19.282013Z"
